timestamp,simDay,arrivalType,ageGroup,healthState,value
2021-01-21,38,new,0-9,recovered1,4240.477771735351
2021-01-21,38,new,0-9,recovered2,1598.5079746926965
2021-01-21,38,new,0-9,susceptible,6919111.38198613
2021-01-21,38,new,10-19,asymptomatic,11956.101006790632
2021-01-21,38,new,10-19,deceased,2.654267427860916
2021-01-21,38,new,10-19,exposed,14984.06808369505
2021-01-21,38,new,10-19,infected1,2054.0076147486307
2021-01-21,38,new,10-19,infected2,1347.3831906707517
2021-01-21,38,new,10-19,recovered1,5180.269257690198
2021-01-21,38,new,10-19,recovered2,1870.304917113094
2021-01-21,38,new,10-19,susceptible,6586212.500804723
2021-01-21,38,new,20-29,asymptomatic,7520.5184563625935
2021-01-21,38,new,20-29,deceased,1.034612299153729
2021-01-21,38,new,20-29,exposed,9478.28196669208
2021-01-21,38,new,20-29,infected1,1282.8510847615466
2021-01-21,38,new,20-29,infected2,829.5133434804886
2021-01-21,38,new,20-29,recovered1,3275.9905366136977
2021-01-21,38,new,20-29,recovered2,1261.1235976339674
2021-01-21,38,new,20-29,susceptible,7537829.319958674
2021-01-21,38,new,30-39,asymptomatic,9505.168548808066
2021-01-21,38,new,30-39,deceased,2.7648629330386965
2021-01-21,38,new,30-39,exposed,11907.26617269013
2021-01-21,38,new,30-39,infected1,1633.7851154044865
2021-01-21,38,new,30-39,infected2,1069.6141459903938
2021-01-21,38,new,30-39,recovered1,4220.924572432441
2021-01-21,38,new,30-39,recovered2,1615.6432215247573
2021-01-21,38,new,30-39,susceptible,8178680.49570854
2021-01-21,38,new,40-49,asymptomatic,8409.03800175617
2021-01-21,38,new,40-49,deceased,4.717236576346753
2021-01-21,38,new,40-49,exposed,10551.204908537278
2021-01-21,38,new,40-49,infected1,1453.6612543669473
2021-01-21,38,new,40-49,infected2,943.3470902792533
2021-01-21,38,new,40-49,recovered1,3702.0264754598975
2021-01-21,38,new,40-49,recovered2,1413.313469907834
2021-01-21,38,new,40-49,susceptible,7572780.528069198
2021-01-21,38,new,50-59,asymptomatic,5810.367760767626
2021-01-21,38,new,50-59,deceased,6.3252424469893285
2021-01-21,38,new,50-59,exposed,7299.13469355962
2021-01-21,38,new,50-59,infected1,1007.243102806398
2021-01-21,38,new,50-59,infected2,649.5376533330933
2021-01-21,38,new,50-59,recovered1,2605.165984530657
2021-01-21,38,new,50-59,recovered2,1051.964064983874
2021-01-21,38,new,50-59,susceptible,8144934.8637412265
2021-01-21,38,new,60-69,asymptomatic,3401.5516729872506
2021-01-21,38,new,60-69,deceased,5.832947555484321
2021-01-21,38,new,60-69,exposed,4244.080841469768
2021-01-21,38,new,60-69,infected1,593.4279054789271
2021-01-21,38,new,60-69,infected2,384.8007002864017
2021-01-21,38,new,60-69,recovered1,1554.3832900422638
2021-01-21,38,new,60-69,recovered2,635.563275826802
2021-01-21,38,new,60-69,susceptible,6630414.523598581
2021-01-21,38,new,70-79,asymptomatic,1693.7309694933347
2021-01-21,38,new,70-79,deceased,9.069445658199466
2021-01-21,38,new,70-79,exposed,2104.745836400454
2021-01-21,38,new,70-79,infected1,299.5354263214149
2021-01-21,38,new,70-79,infected2,192.07533916328995
2021-01-21,38,new,70-79,recovered1,780.4628787386974
2021-01-21,38,new,70-79,recovered2,332.11860036827403
2021-01-21,38,new,70-79,susceptible,5429599.782008632
2021-01-21,38,new,80+,asymptomatic,1156.525403513248
2021-01-21,38,new,80+,deceased,15.043959492931819
2021-01-21,38,new,80+,exposed,1415.306076720216
2021-01-21,38,new,80+,infected1,226.2233211888623
2021-01-21,38,new,80+,infected2,131.91852330651483
2021-01-21,38,new,80+,recovered1,491.41924870955194
2021-01-21,38,new,80+,recovered2,192.85057709468234
2021-01-21,38,new,80+,susceptible,3347254.0583662214
2021-01-22,39,current,0-9,asymptomatic,6388.733652662569
2021-01-22,39,current,0-9,deceased,0.4748107779266028
2021-01-22,39,current,0-9,exposed,1004.2295953925237
2021-01-22,39,current,0-9,infected1,518.789203455899
2021-01-22,39,current,0-9,infected2,445.52627529697116
2021-01-22,39,current,0-9,recovered1,2883.2496713301607
2021-01-22,39,current,0-9,recovered2,1772.3749389737307
2021-01-22,39,current,0-9,susceptible,6782010.621852107
2021-01-22,39,current,10-19,asymptomatic,8583.21526605356
2021-01-22,39,current,10-19,deceased,2.96212663258499
2021-01-22,39,current,10-19,exposed,1407.808012232042
2021-01-22,39,current,10-19,infected1,716.9122484384073
2021-01-22,39,current,10-19,infected2,593.5881825048906
2021-01-22,39,current,10-19,recovered1,3648.024059130627
2021-01-22,39,current,10-19,recovered2,2088.54297165981
2021-01-22,39,current,10-19,susceptible,6438754.947133347
2021-01-22,39,current,20-29,asymptomatic,5473.216498495741
2021-01-22,39,current,20-29,deceased,1.1422098372244414
2021-01-22,39,current,20-29,exposed,976.4160529068632
2021-01-22,39,current,20-29,infected1,476.39845844058436
2021-01-22,39,current,20-29,infected2,365.20127725790866
2021-01-22,39,current,20-29,recovered1,2225.9699792811493
2021-01-22,39,current,20-29,recovered2,1386.42521979251
2021-01-22,39,current,20-29,susceptible,7218858.230303989
2021-01-22,39,current,30-39,asymptomatic,6770.365715064112
2021-01-22,39,current,30-39,deceased,3.0536971548964678
2021-01-22,39,current,30-39,exposed,1159.6837926768644
2021-01-22,39,current,30-39,infected1,576.0065947348196
2021-01-22,39,current,30-39,infected2,457.7312928649206
2021-01-22,39,current,30-39,recovered1,2856.495470547869
2021-01-22,39,current,30-39,recovered2,1776.9603551327768
2021-01-22,39,current,30-39,susceptible,7838148.703081824
2021-01-22,39,current,40-49,asymptomatic,6037.737548847616
2021-01-22,39,current,40-49,deceased,5.21319255288869
2021-01-22,39,current,40-49,exposed,1049.2765230129185
2021-01-22,39,current,40-49,infected1,517.3328252035486
2021-01-22,39,current,40-49,infected2,405.61984236874315
2021-01-22,39,current,40-49,recovered1,2514.6259683877506
2021-01-22,39,current,40-49,recovered2,1553.9895462051913
2021-01-22,39,current,40-49,susceptible,7256151.2045534225
2021-01-22,39,current,50-59,asymptomatic,4157.299457658063
2021-01-22,39,current,50-59,deceased,6.927214075580468
2021-01-22,39,current,50-59,exposed,753.6140117446255
2021-01-22,39,current,50-59,infected1,363.91793389903575
2021-01-22,39,current,50-59,infected2,271.887332097385
2021-01-22,39,current,50-59,recovered1,1703.45177643983
2021-01-22,39,current,50-59,recovered2,1142.6803149342131
2021-01-22,39,current,50-59,susceptible,7740665.22195915
2021-01-22,39,current,60-69,asymptomatic,2387.3455638798405
2021-01-22,39,current,60-69,deceased,6.375217236002236
2021-01-22,39,current,60-69,exposed,426.8963780884181
2021-01-22,39,current,60-69,infected1,207.02115958158166
2021-01-22,39,current,60-69,infected2,155.81335358618492
2021-01-22,39,current,60-69,recovered1,998.6353774879781
2021-01-22,39,current,60-69,recovered2,684.2054997974012
2021-01-22,39,current,60-69,susceptible,6150463.7074503405
2021-01-22,39,current,70-79,asymptomatic,1176.669467454596
2021-01-22,39,current,70-79,deceased,9.878731463590583
2021-01-22,39,current,70-79,exposed,214.81955953915764
2021-01-22,39,current,70-79,infected1,103.27955596865415
2021-01-22,39,current,70-79,infected2,73.6192478752321
2021-01-22,39,current,70-79,recovered1,486.2048693356648
2021-01-22,39,current,70-79,recovered2,352.90367217919817
2021-01-22,39,current,70-79,susceptible,4922871.624896184
2021-01-22,39,current,80+,asymptomatic,821.5449363030558
2021-01-22,39,current,80+,deceased,16.62114336124813
2021-01-22,39,current,80+,exposed,152.3599054506112
2021-01-22,39,current,80+,infected1,72.78877668242498
2021-01-22,39,current,80+,infected2,48.01737703303507
2021-01-22,39,current,80+,recovered1,320.5207705403324
2021-01-22,39,current,80+,recovered2,204.52548158701958
2021-01-22,39,current,80+,susceptible,2913188.6216090415
2021-01-22,39,new,0-9,asymptomatic,10431.308297166563
2021-01-22,39,new,0-9,deceased,0.4748107779266028
2021-01-22,39,new,0-9,exposed,13016.79477160694
2021-01-22,39,new,0-9,infected1,1781.8418201411805
2021-01-22,39,new,0-9,infected2,1196.8923622956065
2021-01-22,39,new,0-9,recovered1,4716.384545347214
2021-01-22,39,new,0-9,recovered2,1781.2916566622632
2021-01-22,39,new,0-9,susceptible,6922462.379125589
2021-01-22,39,new,10-19,asymptomatic,13585.567320843702
2021-01-22,39,new,10-19,deceased,2.96212663258499
2021-01-22,39,new,10-19,exposed,17045.8582356164
2021-01-22,39,new,10-19,infected1,2335.2771304431003
2021-01-22,39,new,10-19,infected2,1519.6781203304204
2021-01-22,39,new,10-19,recovered1,5816.446513607693
2021-01-22,39,new,10-19,recovered2,2100.4755326658715
2021-01-22,39,new,10-19,susceptible,6589733.260124592
2021-01-22,39,new,20-29,asymptomatic,8647.493721335535
2021-01-22,39,new,20-29,deceased,1.1422098372244414
2021-01-22,39,new,20-29,exposed,10910.48047761088
2021-01-22,39,new,20-29,infected1,1475.9631588886757
2021-01-22,39,new,20-29,infected2,942.5889736925175
2021-01-22,39,new,20-29,recovered1,3676.613142507397
2021-01-22,39,new,20-29,recovered2,1402.0055993264182
2021-01-22,39,new,20-29,susceptible,7546152.637260946
2021-01-22,39,new,30-39,asymptomatic,10847.22824225961
2021-01-22,39,new,30-39,deceased,3.0536971548964678
2021-01-22,39,new,30-39,exposed,13607.437748461121
2021-01-22,39,new,30-39,infected1,1865.6107977879383
2021-01-22,39,new,30-39,infected2,1207.4915936613081
2021-01-22,39,new,30-39,recovered1,4720.470272649912
2021-01-22,39,new,30-39,recovered2,1796.932511852973
2021-01-22,39,new,30-39,susceptible,8187512.847229026
2021-01-22,39,new,40-49,asymptomatic,9622.134909713477
2021-01-22,39,new,40-49,deceased,5.21319255288869
2021-01-22,39,new,40-49,exposed,12090.032318604703
2021-01-22,39,new,40-49,infected1,1664.4328461724126
2021-01-22,39,new,40-49,infected2,1067.2760492470022
2021-01-22,39,new,40-49,recovered1,4146.461640791226
2021-01-22,39,new,40-49,recovered2,1572.8697441999354
2021-01-22,39,new,40-49,susceptible,7581011.2477210825
2021-01-22,39,new,50-59,asymptomatic,6681.17536767498
2021-01-22,39,new,50-59,deceased,6.927214075580468
2021-01-22,39,new,50-59,exposed,8404.991076861634
2021-01-22,39,new,50-59,infected1,1159.0927544955127
2021-01-22,39,new,50-59,infected2,736.4043990334029
2021-01-22,39,new,50-59,recovered1,2908.8232627474295
2021-01-22,39,new,50-59,recovered2,1160.333200367574
2021-01-22,39,new,50-59,susceptible,8155638.344681651
2021-01-22,39,new,60-69,asymptomatic,3896.688684414793
2021-01-22,39,new,60-69,deceased,6.375217236002236
2021-01-22,39,new,60-69,exposed,4870.644754101963
2021-01-22,39,new,60-69,infected1,680.4231539822339
2021-01-22,39,new,60-69,infected2,434.5243978148788
2021-01-22,39,new,60-69,recovered1,1729.8857734228325
2021-01-22,39,new,60-69,recovered2,699.7206144708721
2021-01-22,39,new,60-69,susceptible,6643263.99964719
2021-01-22,39,new,70-79,asymptomatic,1943.78430481291
2021-01-22,39,new,70-79,deceased,9.878731463590583
2021-01-22,39,new,70-79,exposed,2420.1182586362893
2021-01-22,39,new,70-79,infected1,344.20317943861744
2021-01-22,39,new,70-79,infected2,216.99344712178308
2021-01-22,39,new,70-79,recovered1,866.4658037261861
2021-01-22,39,new,70-79,recovered2,363.6314892106529
2021-01-22,39,new,70-79,susceptible,5443245.108531327
2021-01-22,39,new,80+,asymptomatic,1336.7761825214443
2021-01-22,39,new,80+,deceased,16.62114336124813
2021-01-22,39,new,80+,exposed,1639.2483278325392
2021-01-22,39,new,80+,infected1,262.20896733206416
2021-01-22,39,new,80+,infected2,150.33468120268702
2021-01-22,39,new,80+,recovered1,551.7359744157429
2021-01-22,39,new,80+,recovered2,213.75326409229393
2021-01-22,39,new,80+,susceptible,3358959.6526322477
2021-01-23,40,current,0-9,asymptomatic,7258.649350743246
2021-01-23,40,current,0-9,deceased,0.5259358132687693
2021-01-23,40,current,0-9,exposed,1154.739956228581
2021-01-23,40,current,0-9,infected1,595.2999763503547
2021-01-23,40,current,0-9,infected2,505.3913233889037
2021-01-23,40,current,0-9,recovered1,3214.236269547723
2021-01-23,40,current,0-9,recovered2,1974.6365676035266
2021-01-23,40,current,0-9,susceptible,6780320.520620323
2021-01-23,40,current,10-19,asymptomatic,9828.265563118523
2021-01-23,40,current,10-19,deceased,3.3091531172420954
2021-01-23,40,current,10-19,exposed,1621.2606576923542
2021-01-23,40,current,10-19,infected1,826.6893303109991
2021-01-23,40,current,10-19,infected2,679.9277688137919
2021-01-23,40,current,10-19,recovered1,4109.3392025405765
2021-01-23,40,current,10-19,recovered2,2345.776950306279
2021-01-23,40,current,10-19,susceptible,6436381.431374099
2021-01-23,40,current,20-29,asymptomatic,6372.403506966365
2021-01-23,40,current,20-29,deceased,1.2654871229573335
2021-01-23,40,current,20-29,exposed,1132.4867780134039
2021-01-23,40,current,20-29,infected1,557.8662512410858
2021-01-23,40,current,20-29,infected2,428.1583216551954
2021-01-23,40,current,20-29,recovered1,2528.347465618327
2021-01-23,40,current,20-29,recovered2,1544.0570023943235
2021-01-23,40,current,20-29,susceptible,7217198.41518699
2021-01-23,40,current,30-39,asymptomatic,7818.870179396347
2021-01-23,40,current,30-39,deceased,3.381517813756712
2021-01-23,40,current,30-39,exposed,1341.527565376537
2021-01-23,40,current,30-39,infected1,670.1934350120073
2021-01-23,40,current,30-39,infected2,530.6992703848751
2021-01-23,40,current,30-39,recovered1,3222.529588423365
2021-01-23,40,current,30-39,recovered2,1978.4671981668637
2021-01-23,40,current,30-39,susceptible,7836183.331245425
2021-01-23,40,current,40-49,asymptomatic,6993.425880832237
2021-01-23,40,current,40-49,deceased,5.778169393107963
2021-01-23,40,current,40-49,exposed,1216.0519865091715
2021-01-23,40,current,40-49,infected1,603.6034458293233
2021-01-23,40,current,40-49,infected2,471.94087368855344
2021-01-23,40,current,40-49,recovered1,2843.470915357507
2021-01-23,40,current,40-49,recovered2,1731.5949743907381
2021-01-23,40,current,40-49,susceptible,7254369.133754001
2021-01-23,40,current,50-59,asymptomatic,4856.562843110911
2021-01-23,40,current,50-59,deceased,7.621637750955691
2021-01-23,40,current,50-59,exposed,875.6235122123414
2021-01-23,40,current,50-59,infected1,427.770474330537
2021-01-23,40,current,50-59,infected2,320.70261646684537
2021-01-23,40,current,50-59,recovered1,1932.0471344925083
2021-01-23,40,current,50-59,recovered2,1263.1537007199556
2021-01-23,40,current,50-59,susceptible,7739381.518080915
2021-01-23,40,current,60-69,asymptomatic,2781.312403192264
2021-01-23,40,current,60-69,deceased,6.999083020708256
2021-01-23,40,current,60-69,exposed,495.8923462949689
2021-01-23,40,current,60-69,infected1,242.98714691959717
2021-01-23,40,current,60-69,infected2,183.15328710294682
2021-01-23,40,current,60-69,recovered1,1128.2525523585982
2021-01-23,40,current,60-69,recovered2,754.6667516045101
2021-01-23,40,current,60-69,susceptible,6149736.736429505
2021-01-23,40,current,70-79,asymptomatic,1376.5189377928918
2021-01-23,40,current,70-79,deceased,10.82832019278729
2021-01-23,40,current,70-79,exposed,249.54145519520145
2021-01-23,40,current,70-79,infected1,121.5765636149388
2021-01-23,40,current,70-79,infected2,87.34324285884878
2021-01-23,40,current,70-79,recovered1,550.1461762093859
2021-01-23,40,current,70-79,recovered2,387.24547373641235
2021-01-23,40,current,70-79,susceptible,4922505.799830399
2021-01-23,40,current,80+,asymptomatic,964.4732385475317
2021-01-23,40,current,80+,deceased,18.48982267948922
2021-01-23,40,current,80+,exposed,177.54152373789213
2021-01-23,40,current,80+,infected1,85.91791030651984
2021-01-23,40,current,80+,infected2,57.20198373163352
2021-01-23,40,current,80+,recovered1,365.95769211875376
2021-01-23,40,current,80+,recovered2,227.19757842674875
2021-01-23,40,current,80+,susceptible,2912928.220250451
2021-01-23,40,new,0-9,asymptomatic,11767.334375218401
2021-01-23,40,new,0-9,deceased,0.5259358132687693
2021-01-23,40,new,0-9,exposed,14707.332828388173
2021-01-23,40,new,0-9,infected1,2011.1853052358613
2021-01-23,40,new,0-9,infected2,1340.007992043463
2021-01-23,40,new,0-9,recovered1,5256.260633818634
2021-01-23,40,new,0-9,recovered2,1984.7000683510385
2021-01-23,40,new,0-9,susceptible,6925812.885224047
2021-01-23,40,new,10-19,asymptomatic,15461.0836649625
2021-01-23,40,new,10-19,deceased,3.3091531172420954
2021-01-23,40,new,10-19,exposed,19420.03691264621
2021-01-23,40,new,10-19,infected1,2659.521403717366
2021-01-23,40,new,10-19,infected2,1718.5116745017624
2021-01-23,40,new,10-19,recovered1,6544.442880740167
2021-01-23,40,new,10-19,recovered2,2359.317980132227
2021-01-23,40,new,10-19,susceptible,6593253.244086751
2021-01-23,40,new,20-29,asymptomatic,9954.604898375483
2021-01-23,40,new,20-29,deceased,1.2654871229573335
2021-01-23,40,new,20-29,exposed,12571.153868513204
2021-01-23,40,new,20-29,infected1,1700.4578479134502
2021-01-23,40,new,20-29,infected2,1075.385485303882
2021-01-23,40,new,20-29,recovered1,4143.616518653609
2021-01-23,40,new,20-29,recovered2,1561.572952867365
2021-01-23,40,new,20-29,susceptible,7554475.121958264
2021-01-23,40,new,30-39,asymptomatic,12399.302601020187
2021-01-23,40,new,30-39,deceased,3.381517813756712
2021-01-23,40,new,30-39,exposed,15573.82362626006
2021-01-23,40,new,30-39,infected1,2134.3080747458644
2021-01-23,40,new,30-39,infected2,1368.2188275635413
2021-01-23,40,new,30-39,recovered1,5297.45096404554
2021-01-23,40,new,30-39,recovered2,2000.9367470142863
2021-01-23,40,new,30-39,susceptible,8196344.2522279
2021-01-23,40,new,40-49,asymptomatic,11027.874376086324
2021-01-23,40,new,40-49,deceased,5.778169393107963
2021-01-23,40,new,40-49,exposed,13873.006078868582
2021-01-23,40,new,40-49,infected1,1909.2624822006985
2021-01-23,40,new,40-49,infected2,1212.18030900744
2021-01-23,40,new,40-49,recovered1,4661.384621636852
2021-01-23,40,new,40-49,recovered2,1752.8139116966342
2021-01-23,40,new,40-49,susceptible,7589241.525887396
2021-01-23,40,new,50-59,asymptomatic,7693.110418716028
2021-01-23,40,new,50-59,deceased,7.621637750955691
2021-01-23,40,new,50-59,exposed,9689.473703618221
2021-01-23,40,new,50-59,infected1,1336.0788985251647
2021-01-23,40,new,50-59,infected2,838.8735840293563
2021-01-23,40,new,50-59,recovered1,3264.1260182870487
2021-01-23,40,new,50-59,recovered2,1282.8155890175935
2021-01-23,40,new,50-59,susceptible,8166342.002615651
2021-01-23,40,new,60-69,asymptomatic,4471.901460952989
2021-01-23,40,new,60-69,deceased,6.999083020708256
2021-01-23,40,new,60-69,exposed,5598.25022162154
2021-01-23,40,new,60-69,infected1,781.8045467416944
2021-01-23,40,new,60-69,infected2,493.07350006838567
2021-01-23,40,new,60-69,recovered1,1934.551856919492
2021-01-23,40,new,60-69,recovered2,771.9370375498659
2021-01-23,40,new,60-69,susceptible,6656114.410124773
2021-01-23,40,new,70-79,asymptomatic,2234.3150988766165
2021-01-23,40,new,70-79,deceased,10.82832019278729
2021-01-23,40,new,70-79,exposed,2786.349819988241
2021-01-23,40,new,70-79,infected1,396.2982977591174
2021-01-23,40,new,70-79,infected2,246.45045339400698
2021-01-23,40,new,70-79,recovered1,967.2868097435271
2021-01-23,40,new,70-79,recovered2,399.13174238939587
2021-01-23,40,new,70-79,susceptible,5456892.265967416
2021-01-23,40,new,80+,asymptomatic,1546.9519002857057
2021-01-23,40,new,80+,deceased,18.48982267948922
2021-01-23,40,new,80+,exposed,1900.0991166177932
2021-01-23,40,new,80+,infected1,304.4463032187474
2021-01-23,40,new,80+,infected2,172.1796268859154
2021-01-23,40,new,80+,recovered1,622.6704695284568
2021-01-23,40,new,80+,recovered2,237.51320269354105
2021-01-23,40,new,80+,susceptible,3370667.4688538695
2021-01-24,41,current,0-9,asymptomatic,8261.215486369534
2021-01-24,41,current,0-9,deceased,0.5833709672816254
2021-01-24,41,current,0-9,exposed,1320.5289788089501
2021-01-24,41,current,0-9,infected1,683.0924729972481
2021-01-24,41,current,0-9,infected2,574.9446767830431
2021-01-24,41,current,0-9,recovered1,3594.804119087926
2021-01-24,41,current,0-9,recovered2,2200.4348063661682
2021-01-24,41,current,0-9,susceptible,6778388.396088619
2021-01-24,41,current,10-19,asymptomatic,11260.550586139845
2021-01-24,41,current,10-19,deceased,3.703269152908879
2021-01-24,41,current,10-19,exposed,1856.11489836766
2021-01-24,41,current,10-19,infected1,952.1587889041189
2021-01-24,41,current,10-19,infected2,780.0083831330875
2021-01-24,41,current,10-19,recovered1,4642.423196820331
2021-01-24,41,current,10-19,recovered2,2635.903229165951
2021-01-24,41,current,10-19,susceptible,6433665.137648314
2021-01-24,41,current,20-29,asymptomatic,7409.4557164502285
2021-01-24,41,current,20-29,deceased,1.4091409065576548
2021-01-24,41,current,20-29,exposed,1304.6789433411384
2021-01-24,41,current,20-29,infected1,650.559209418586
2021-01-24,41,current,20-29,infected2,501.4673168890374
2021-01-24,41,current,20-29,recovered1,2884.7267354621126
2021-01-24,41,current,20-29,recovered2,1723.493657881192
2021-01-24,41,current,20-29,susceptible,7215287.209279653
2021-01-24,41,current,30-39,asymptomatic,9027.974678669027
2021-01-24,41,current,30-39,deceased,3.7611744864846255
2021-01-24,41,current,30-39,exposed,1542.183745366471
2021-01-24,41,current,30-39,infected1,777.6098375511173
2021-01-24,41,current,30-39,infected2,615.6262899582218
2021-01-24,41,current,30-39,recovered1,3650.601149439099
2021-01-24,41,current,30-39,recovered2,2206.2375825232875
2021-01-24,41,current,30-39,susceptible,7833925.005542007
2021-01-24,41,current,40-49,asymptomatic,8096.866621606985
2021-01-24,41,current,40-49,deceased,6.441913052838081
2021-01-24,41,current,40-49,exposed,1400.2437839890747
2021-01-24,41,current,40-49,infected1,702.0117169180502
2021-01-24,41,current,40-49,infected2,549.28237432469
2021-01-24,41,current,40-49,recovered1,3229.186613937154
2021-01-24,41,current,40-49,recovered2,1932.8354240833785
2021-01-24,41,current,40-49,susceptible,7252318.13155209
2021-01-24,41,current,50-59,asymptomatic,5663.967251806977
2021-01-24,41,current,50-59,deceased,8.450353414147392
2021-01-24,41,current,50-59,exposed,1010.4850712086513
2021-01-24,41,current,50-59,infected1,500.3434396069317
2021-01-24,41,current,50-59,infected2,377.63145132903463
2021-01-24,41,current,50-59,recovered1,2203.0723036762806
2021-01-24,41,current,50-59,recovered2,1400.1549546603749
2021-01-24,41,current,50-59,susceptible,7737900.895174296
2021-01-24,41,current,60-69,asymptomatic,3236.528123382975
2021-01-24,41,current,60-69,deceased,7.7393441265573095
2021-01-24,41,current,60-69,exposed,572.1466713526769
2021-01-24,41,current,60-69,infected1,283.91554439388824
2021-01-24,41,current,60-69,infected2,215.05560795030345
2021-01-24,41,current,60-69,recovered1,1281.70694439205
2021-01-24,41,current,60-69,recovered2,834.4866943046372
2021-01-24,41,current,60-69,susceptible,6148898.421070095
2021-01-24,41,current,70-79,asymptomatic,1607.0651831361608
2021-01-24,41,current,70-79,deceased,11.976113431296085
2021-01-24,41,current,70-79,exposed,287.8622435927777
2021-01-24,41,current,70-79,infected1,142.32325168404157
2021-01-24,41,current,70-79,infected2,103.27862798607194
2021-01-24,41,current,70-79,recovered1,626.2489424280441
2021-01-24,41,current,70-79,recovered2,426.2202377708939
2021-01-24,41,current,70-79,susceptible,4922084.025399971
2021-01-24,41,current,80+,asymptomatic,1129.8088412191523
2021-01-24,41,current,80+,deceased,20.734803514656946
2021-01-24,41,current,80+,exposed,205.35142963181465
2021-01-24,41,current,80+,infected1,100.85625296260818
2021-01-24,41,current,80+,infected2,67.86500548016633
2021-01-24,41,current,80+,recovered1,420.0241469554449
2021-01-24,41,current,80+,recovered2,253.14708213692037
2021-01-24,41,current,80+,susceptible,2912627.212438099
2021-01-24,41,new,0-9,asymptomatic,13300.040111263286
2021-01-24,41,new,0-9,deceased,0.5833709672816254
2021-01-24,41,new,0-9,exposed,16639.959056958487
2021-01-24,41,new,0-9,infected1,2304.084266970254
2021-01-24,41,new,0-9,infected2,1504.2103871395614
2021-01-24,41,new,0-9,recovered1,5870.039702352643
2021-01-24,41,new,0-9,recovered2,2211.776239763025
2021-01-24,41,new,0-9,susceptible,6929163.276022129
2021-01-24,41,new,10-19,asymptomatic,17615.64184126819
2021-01-24,41,new,10-19,deceased,3.703269152908879
2021-01-24,41,new,10-19,exposed,22137.092902208762
2021-01-24,41,new,10-19,infected1,3073.3259389105797
2021-01-24,41,new,10-19,infected2,1947.6514254187261
2021-01-24,41,new,10-19,recovered1,7378.3286035548235
2021-01-24,41,new,10-19,recovered2,2651.251998837691
2021-01-24,41,new,10-19,susceptible,6596772.702402399
2021-01-24,41,new,20-29,asymptomatic,11466.388840432719
2021-01-24,41,new,20-29,deceased,1.4091409065576548
2021-01-24,41,new,20-29,exposed,14483.353735044837
2021-01-24,41,new,20-29,infected1,1994.9288876719122
2021-01-24,41,new,20-29,infected2,1230.5861140606034
2021-01-24,41,new,20-29,recovered1,4687.447459096199
2021-01-24,41,new,20-29,recovered2,1743.1733743800976
2021-01-24,41,new,20-29,susceptible,7562796.952162871
2021-01-24,41,new,30-39,asymptomatic,14190.030836894466
2021-01-24,41,new,30-39,deceased,3.7611744864846255
2021-01-24,41,new,30-39,exposed,17833.32181131074
2021-01-24,41,new,30-39,infected1,2485.690212381956
2021-01-24,41,new,30-39,infected2,1554.9714669220073
2021-01-24,41,new,30-39,recovered1,5964.019834175198
2021-01-24,41,new,30-39,recovered2,2231.494829901945
2021-01-24,41,new,30-39,susceptible,8205174.858794753
2021-01-24,41,new,40-49,asymptomatic,12652.592509958815
2021-01-24,41,new,40-49,deceased,6.441913052838081
2021-01-24,41,new,40-49,exposed,15925.05617767691
2021-01-24,41,new,40-49,infected1,2228.9058486441254
2021-01-24,41,new,40-49,infected2,1380.9845172369187
2021-01-24,41,new,40-49,recovered1,5257.983693544221
2021-01-24,41,new,40-49,recovered2,1956.6664474313611
2021-01-24,41,new,40-49,susceptible,7597471.315437916
2021-01-24,41,new,50-59,asymptomatic,8865.541699991765
2021-01-24,41,new,50-59,deceased,8.450353414147392
2021-01-24,41,new,50-59,exposed,11171.003269412153
2021-01-24,41,new,50-59,infected1,1567.1558485833723
2021-01-24,41,new,50-59,infected2,959.0460714859998
2021-01-24,41,new,50-59,recovered1,3679.2984524472286
2021-01-24,41,new,50-59,recovered2,1422.0478468947933
2021-01-24,41,new,50-59,susceptible,8177045.628945306
2021-01-24,41,new,60-69,asymptomatic,5138.184935395516
2021-01-24,41,new,60-69,deceased,7.7393441265573095
2021-01-24,41,new,60-69,exposed,6437.303339135626
2021-01-24,41,new,60-69,infected1,913.8731413445101
2021-01-24,41,new,60-69,infected2,561.6498098560912
2021-01-24,41,new,60-69,recovered1,2173.0524830658364
2021-01-24,41,new,60-69,recovered2,853.6988248327474
2021-01-24,41,new,60-69,susceptible,6668965.07624552
2021-01-24,41,new,70-79,asymptomatic,2570.8506728113834
2021-01-24,41,new,70-79,deceased,11.976113431296085
2021-01-24,41,new,70-79,exposed,3208.596706092729
2021-01-24,41,new,70-79,infected1,462.4026070024672
2021-01-24,41,new,70-79,infected2,281.0441479551469
2021-01-24,41,new,70-79,recovered1,1085.2692276923833
2021-01-24,41,new,70-79,recovered2,439.3830475864528
2021-01-24,41,new,70-79,susceptible,5470540.067708021
2021-01-24,41,new,80+,asymptomatic,1791.1560200532215
2021-01-24,41,new,80+,deceased,20.734803514656946
2021-01-24,41,new,80+,exposed,2201.6302694718015
2021-01-24,41,new,80+,infected1,357.163764801447
2021-01-24,41,new,80+,infected2,197.9164167355712
2021-01-24,41,new,80+,recovered1,705.9395823187709
2021-01-24,41,new,80+,recovered2,264.67535357482166
2021-01-24,41,new,80+,susceptible,3382375.9087688914
2021-01-25,42,current,0-9,asymptomatic,9395.992707309768
